RNG_test using PractRand version 0.93
RNG = RNG_stdin, seed = 0x90eb260a
test set = normal, folding = standard(unknown format)

rng=RNG_stdin, seed=0x90eb260a
length= 128 megabytes (2^27 bytes), time= 2.4 seconds
  Test Name                         Raw       Processed     Evaluation
  FPF-14+6/16:(4,14-0)              R=  +4.3  p =  1.2e-3   normal           
  FPF-14+6/16:(5,14-1)              R=  -0.4  p = 0.610     normal           
  FPF-14+6/16:(6,14-2)              R=  -0.5  p = 0.648     normal           
  FPF-14+6/16:(7,14-2)              R=  +2.4  p = 0.049     normal           
  FPF-14+6/16:(8,14-3)              R=  +2.2  p = 0.060     normal           
  FPF-14+6/16:(9,14-4)              R=  +1.3  p = 0.176     normal           
  FPF-14+6/16:(10,14-5)             R=  -1.0  p = 0.771     normal           
  FPF-14+6/16:(11,14-5)             R=  +1.7  p = 0.113     normal           
  FPF-14+6/16:(12,14-6)             R=  +0.0  p = 0.493     normal           
  FPF-14+6/16:(13,14-7)             R=  +0.2  p = 0.427     normal           
  FPF-14+6/16:(14,14-8)             R=  +2.4  p = 0.053     normal           
  FPF-14+6/16:(15,14-8)             R=  -0.7  p = 0.688     normal           
  FPF-14+6/16:(16,14-9)             R=  +4.4  p =  4.8e-3   normal           
  FPF-14+6/16:(17,14-10)            R=  +1.4  p = 0.160     normal           
  FPF-14+6/16:(18,14-11)            R=  +0.6  p = 0.276     normal           
  FPF-14+6/16:(19,14-11)            R=  -1.6  p = 0.907     normal           
  FPF-14+6/16:all                   R=  +3.2  p = 0.016     normal           
  FPF-14+6/16:all2                  R=  +2.2  p = 0.035     normal           
  FPF-14+6/16:cross                 R=  +0.4  p = 0.299     normal           
  BRank(12):128(4)                  R=  +1.7  p~= 0.060     normal           
  BRank(12):256(4)                  R=  -0.2  p~= 0.500     normal           
  BRank(12):384(1)                  R=  +1.8  p~= 0.146     normal           
  BRank(12):512(2)                  R=  -1.0  p~= 0.744     normal           
  BRank(12):768(1)                  R=  -0.7  p~= 0.689     normal           
  BRank(12):1K(2)                   R=  -1.0  p~= 0.744     normal           
  BRank(12):1536(1)                 R=  +0.4  p~= 0.366     normal           
  BRank(12):2K(1)                   R=  -0.7  p~= 0.689     normal           
  [Low1/8]BCFN(2+0,13-3,T)          R=  -2.9  p = 0.887     normal           
  [Low1/8]BCFN(2+1,13-3,T)          R=  -1.3  p = 0.693     normal           
  [Low1/8]BCFN(2+2,13-4,T)          R=  +1.9  p = 0.217     normal           
  [Low1/8]BCFN(2+3,13-4,T)          R=  -0.2  p = 0.521     normal           
  [Low1/8]BCFN(2+4,13-5,T)          R=  -2.1  p = 0.812     normal           
  [Low1/8]BCFN(2+5,13-5,T)          R=  -1.0  p = 0.638     normal           
  [Low1/8]BCFN(2+6,13-6,T)          R=  +3.7  p = 0.073     normal           
  [Low1/8]BCFN(2+7,13-6,T)          R=  +2.7  p = 0.132     normal           
  [Low1/8]BCFN(2+8,13-7,T)          R=  -1.9  p = 0.786     normal           
  [Low1/8]BCFN(2+9,13-8,T)          R=  -0.8  p = 0.573     normal           
  [Low1/8]BCFN(2+10,13-8,T)         R=  -1.2  p = 0.664     normal           
  [Low1/8]BCFN(2+11,13-9,T)         R=  -2.3  p = 0.887     normal           
  [Low1/8]BCFN(2+12,13-9,T)         R=  -1.2  p = 0.652     normal           
  [Low1/8]DC6-9x1Bytes-1            R=  +2.8  p = 0.147     normal           
  [Low1/8]Gap-16:A                  R=  -0.6  p = 0.788     normal           
  [Low1/8]Gap-16:B                  R=  -1.4  p = 0.846     normal           
  [Low1/8]FPF-14+6/16:(0,14-0)      R=  -1.5  p = 0.851     normal           
  [Low1/8]FPF-14+6/16:(1,14-0)      R=  +1.0  p = 0.241     normal           
  [Low1/8]FPF-14+6/16:(2,14-1)      R=  -0.3  p = 0.600     normal           
  [Low1/8]FPF-14+6/16:(3,14-2)      R=  +0.6  p = 0.333     normal           
  [Low1/8]FPF-14+6/16:(4,14-2)      R=  +1.8  p = 0.101     normal           
  [Low1/8]FPF-14+6/16:(5,14-3)      R=  +1.6  p = 0.129     normal           
  [Low1/8]FPF-14+6/16:(6,14-4)      R=  +0.7  p = 0.321     normal           
  [Low1/8]FPF-14+6/16:(7,14-5)      R=  -0.9  p = 0.741     normal           
  [Low1/8]FPF-14+6/16:(8,14-5)      R=  -2.7  p = 0.975     normal           
  [Low1/8]FPF-14+6/16:(9,14-6)      R=  -1.0  p = 0.756     normal           
  [Low1/8]FPF-14+6/16:(10,14-7)     R=  -0.4  p = 0.600     normal           
  [Low1/8]FPF-14+6/16:(11,14-8)     R=  +0.1  p = 0.465     normal           
  [Low1/8]FPF-14+6/16:(12,14-8)     R=  -2.3  p = 0.963     normal           
  [Low1/8]FPF-14+6/16:(13,14-9)     R=  -0.4  p = 0.571     normal           
  [Low1/8]FPF-14+6/16:(14,14-10)    R=  +0.3  p = 0.365     normal           
  [Low1/8]FPF-14+6/16:(15,14-11)    R=  -0.8  p = 0.672     normal           
  [Low1/8]FPF-14+6/16:(16,14-11)    R=  -0.4  p = 0.554     normal           
  [Low1/8]FPF-14+6/16:all           R=  +0.1  p = 0.494     normal           
  [Low1/8]FPF-14+6/16:all2          R=  -0.6  p = 0.672     normal           
  [Low1/8]FPF-14+6/16:cross         R=  +0.1  p = 0.438     normal           
  [Low1/8]BRank(12):128(4)          R=  +0.4  p~= 0.340     normal           
  [Low1/8]BRank(12):256(2)          R=  +0.6  p~= 0.322     normal           
  [Low1/8]BRank(12):384(1)          R=  +1.8  p~= 0.146     normal           
  [Low1/8]BRank(12):512(2)          R=  -1.0  p~= 0.744     normal           
  [Low1/8]BRank(12):768(1)          R=  -0.7  p~= 0.689     normal           
  [Low1/8]BRank(12):1K(1)           R=  +1.8  p~= 0.146     normal           
  [Low4/32]BCFN(2+0,13-3,T)         R=  +2.1  p = 0.193     normal           
  [Low4/32]BCFN(2+1,13-3,T)         R=  -1.7  p = 0.745     normal           
  [Low4/32]BCFN(2+2,13-4,T)         R=  -2.9  p = 0.894     normal           
  [Low4/32]BCFN(2+3,13-4,T)         R=  -2.3  p = 0.830     normal           
  [Low4/32]BCFN(2+4,13-5,T)         R=  +4.3  p = 0.048     normal           
  [Low4/32]BCFN(2+5,13-5,T)         R=  -1.0  p = 0.637     normal           
  [Low4/32]BCFN(2+6,13-6,T)         R=  -0.9  p = 0.624     normal           
  [Low4/32]BCFN(2+7,13-6,T)         R=  +6.7  p =  9.7e-3   normal           
  [Low4/32]BCFN(2+8,13-7,T)         R=  -2.1  p = 0.811     normal           
  [Low4/32]BCFN(2+9,13-8,T)         R=  -0.3  p = 0.484     normal           
  [Low4/32]BCFN(2+10,13-8,T)        R=  -0.1  p = 0.458     normal           
  [Low4/32]BCFN(2+11,13-9,T)        R=  -1.9  p = 0.825     normal           
  [Low4/32]BCFN(2+12,13-9,T)        R=  -0.1  p = 0.427     normal           
  [Low4/32]DC6-9x1Bytes-1           R=  +2.9  p = 0.131     normal           
  [Low4/32]Gap-16:A                 R=  +0.5  p = 0.522     normal           
  [Low4/32]Gap-16:B                 R=  -0.1  p = 0.524     normal           
  [Low4/32]FPF-14+6/16:(0,14-0)     R=  -0.3  p = 0.582     normal           
  [Low4/32]FPF-14+6/16:(1,14-0)     R=  -0.4  p = 0.609     normal           
  [Low4/32]FPF-14+6/16:(2,14-1)     R=  +1.4  p = 0.170     normal           
  [Low4/32]FPF-14+6/16:(3,14-2)     R=  +0.8  p = 0.287     normal           
  [Low4/32]FPF-14+6/16:(4,14-2)     R=  +2.1  p = 0.068     normal           
  [Low4/32]FPF-14+6/16:(5,14-3)     R=  -0.1  p = 0.525     normal           
  [Low4/32]FPF-14+6/16:(6,14-4)     R=  +2.1  p = 0.069     normal           
  [Low4/32]FPF-14+6/16:(7,14-5)     R=  +0.2  p = 0.445     normal           
  [Low4/32]FPF-14+6/16:(8,14-5)     R=  -1.0  p = 0.760     normal           
  [Low4/32]FPF-14+6/16:(9,14-6)     R=  -0.7  p = 0.683     normal           
  [Low4/32]FPF-14+6/16:(10,14-7)    R=  +1.3  p = 0.184     normal           
  [Low4/32]FPF-14+6/16:(11,14-8)    R=  +0.6  p = 0.328     normal           
  [Low4/32]FPF-14+6/16:(12,14-8)    R=  +1.3  p = 0.177     normal           
  [Low4/32]FPF-14+6/16:(13,14-9)    R=  +1.3  p = 0.183     normal           
  [Low4/32]FPF-14+6/16:(14,14-10)   R=  -2.3  p = 0.976     normal           
  [Low4/32]FPF-14+6/16:(15,14-11)   R=  +0.0  p = 0.422     normal           
  [Low4/32]FPF-14+6/16:(16,14-11)   R=  +0.2  p = 0.388     normal           
  [Low4/32]FPF-14+6/16:all          R=  +1.1  p = 0.227     normal           
  [Low4/32]FPF-14+6/16:all2         R=  -0.6  p = 0.697     normal           
  [Low4/32]FPF-14+6/16:cross        R=  -0.2  p = 0.557     normal           
  [Low4/32]BRank(12):128(4)         R=  -0.1  p~= 0.490     normal           
  [Low4/32]BRank(12):256(2)         R=  +0.8  p~= 0.293     normal           
  [Low4/32]BRank(12):384(1)         R=  -0.7  p~= 0.689     normal           
  [Low4/32]BRank(12):512(2)         R=  -1.0  p~= 0.744     normal           
  [Low4/32]BRank(12):768(1)         R=  -0.7  p~= 0.689     normal           
  [Low4/32]BRank(12):1K(1)          R=  -0.7  p~= 0.689     normal           
  [Low1/32]BCFN(2+0,13-5,T)         R=  -3.7  p = 0.951     normal           
  [Low1/32]BCFN(2+1,13-5,T)         R=  -1.4  p = 0.712     normal           
  [Low1/32]BCFN(2+2,13-5,T)         R=  -4.2  p = 0.971     normal           
  [Low1/32]BCFN(2+3,13-5,T)         R=  -2.7  p = 0.874     normal           
  [Low1/32]BCFN(2+4,13-6,T)         R=  -1.2  p = 0.663     normal           
  [Low1/32]BCFN(2+5,13-6,T)         R=  +0.7  p = 0.346     normal           
  [Low1/32]BCFN(2+6,13-7,T)         R=  +1.0  p = 0.299     normal           
  [Low1/32]BCFN(2+7,13-8,T)         R=  +1.5  p = 0.217     normal           
  [Low1/32]BCFN(2+8,13-8,T)         R=  -1.3  p = 0.678     normal           
  [Low1/32]BCFN(2+9,13-9,T)         R=  -1.6  p = 0.744     normal           
  [Low1/32]BCFN(2+10,13-9,T)        R=  +0.2  p = 0.373     normal           
  [Low1/32]DC6-9x1Bytes-1           R=  -2.0  p = 0.921     normal           
  [Low1/32]Gap-16:A                 R=  +2.4  p = 0.115     normal           
  [Low1/32]Gap-16:B                 R=  +0.5  p = 0.345     normal           
  [Low1/32]FPF-14+6/16:(0,14-1)     R=  -0.5  p = 0.645     normal           
  [Low1/32]FPF-14+6/16:(1,14-2)     R=  -2.0  p = 0.919     normal           
  [Low1/32]FPF-14+6/16:(2,14-2)     R=  -0.1  p = 0.542     normal           
  [Low1/32]FPF-14+6/16:(3,14-3)     R=  +1.7  p = 0.125     normal           
  [Low1/32]FPF-14+6/16:(4,14-4)     R=  +0.8  p = 0.290     normal           
  [Low1/32]FPF-14+6/16:(5,14-5)     R=  -1.2  p = 0.796     normal           
  [Low1/32]FPF-14+6/16:(6,14-5)     R=  +0.7  p = 0.304     normal           
  [Low1/32]FPF-14+6/16:(7,14-6)     R=  +0.6  p = 0.338     normal           
  [Low1/32]FPF-14+6/16:(8,14-7)     R=  -0.8  p = 0.703     normal           
  [Low1/32]FPF-14+6/16:(9,14-8)     R=  +4.0  p =  6.9e-3   normal           
  [Low1/32]FPF-14+6/16:(10,14-8)    R=  +0.4  p = 0.375     normal           
  [Low1/32]FPF-14+6/16:(11,14-9)    R=  +0.7  p = 0.296     normal           
  [Low1/32]FPF-14+6/16:(12,14-10)   R=  +1.5  p = 0.145     normal           
  [Low1/32]FPF-14+6/16:(13,14-11)   R=  +0.7  p = 0.258     normal           
  [Low1/32]FPF-14+6/16:(14,14-11)   R=  -0.6  p = 0.611     normal           
  [Low1/32]FPF-14+6/16:all          R=  -0.3  p = 0.592     normal           
  [Low1/32]FPF-14+6/16:all2         R=  -0.1  p = 0.459     normal           
  [Low1/32]FPF-14+6/16:cross        R=  -0.6  p = 0.690     normal           
  [Low1/32]BRank(12):128(4)         R=  -0.1  p~= 0.490     normal           
  [Low1/32]BRank(12):256(2)         R=  +2.5  p~= 0.088     normal           
  [Low1/32]BRank(12):384(1)         R=  -0.7  p~= 0.689     normal           
  [Low1/32]BRank(12):512(2)         R=  +1.6  p~= 0.168     normal           
  [Low1/32]BRank(12):768(1)         R=  +1.8  p~= 0.146     normal           

rng=RNG_stdin, seed=0x90eb260a
length= 1 gigabyte (2^30 bytes), time= 22.8 seconds
  Test Name                         Raw       Processed     Evaluation
  BCFN(2+0,13-1,T)                  R=  -1.7  p = 0.759     normal           
  BCFN(2+1,13-1,T)                  R=  -2.2  p = 0.815     normal           
  BCFN(2+2,13-1,T)                  R=  -3.2  p = 0.909     normal           
  BCFN(2+3,13-1,T)                  R=  -2.7  p = 0.869     normal           
  BCFN(2+4,13-2,T)                  R=  +3.6  p = 0.074     normal           
  BCFN(2+5,13-3,T)                  R=  -0.5  p = 0.572     normal           
  BCFN(2+6,13-3,T)                  R=  +1.8  p = 0.221     normal           
  BCFN(2+7,13-4,T)                  R=  -1.5  p = 0.716     normal           
  BCFN(2+8,13-5,T)                  R=  +2.3  p = 0.165     normal           
  BCFN(2+9,13-5,T)                  R=  -1.5  p = 0.723     normal           
  BCFN(2+10,13-6,T)                 R=  +1.1  p = 0.301     normal           
  BCFN(2+11,13-6,T)                 R=  +1.6  p = 0.238     normal           
  BCFN(2+12,13-7,T)                 R=  -0.7  p = 0.576     normal           
  BCFN(2+13,13-8,T)                 R=  -2.0  p = 0.805     normal           
  BCFN(2+14,13-8,T)                 R=  +1.0  p = 0.278     normal           
  BCFN(2+15,13-9,T)                 R=  -0.1  p = 0.430     normal           
  BCFN(2+16,13-9,T)                 R=  +0.3  p = 0.356     normal           
  DC6-9x1Bytes-1                    R=  +1.9  p = 0.228     normal           
  Gap-16:A                          R=  -0.4  p = 0.720     normal           
  Gap-16:B                          R=  -1.0  p = 0.765     normal           
  FPF-14+6/16:(0,14-0)              R=  +1.1  p = 0.227     normal           
  FPF-14+6/16:(1,14-0)              R=  -0.4  p = 0.611     normal           
  FPF-14+6/16:(2,14-0)              R=  -0.5  p = 0.640     normal           
  FPF-14+6/16:(3,14-0)              R=  +0.0  p = 0.489     normal           
  FPF-14+6/16:(4,14-0)              R=  +2.2  p = 0.059     normal           
  FPF-14+6/16:(5,14-0)              R=  -1.0  p = 0.750     normal           
  FPF-14+6/16:(6,14-1)              R=  +0.8  p = 0.291     normal           
  FPF-14+6/16:(7,14-2)              R=  +2.4  p = 0.048     normal           
  FPF-14+6/16:(8,14-2)              R=  -0.1  p = 0.522     normal           
  FPF-14+6/16:(9,14-3)              R=  +1.1  p = 0.217     normal           
  FPF-14+6/16:(10,14-4)             R=  +0.3  p = 0.405     normal           
  FPF-14+6/16:(11,14-5)             R=  +1.9  p = 0.096     normal           
  FPF-14+6/16:(12,14-5)             R=  +1.3  p = 0.182     normal           
  FPF-14+6/16:(13,14-6)             R=  -1.5  p = 0.860     normal           
  FPF-14+6/16:(14,14-7)             R=  +1.9  p = 0.098     normal           
  FPF-14+6/16:(15,14-8)             R=  -1.8  p = 0.905     normal           
  FPF-14+6/16:(16,14-8)             R=  -0.2  p = 0.542     normal           
  FPF-14+6/16:(17,14-9)             R=  -0.9  p = 0.718     normal           
  FPF-14+6/16:(18,14-10)            R=  +1.1  p = 0.210     normal           
  FPF-14+6/16:(19,14-11)            R=  -0.5  p = 0.585     normal           
  FPF-14+6/16:(20,14-11)            R=  -1.2  p = 0.813     normal           
  FPF-14+6/16:all                   R=  +1.6  p = 0.147     normal           
  FPF-14+6/16:all2                  R=  -0.8  p = 0.802     normal           
  FPF-14+6/16:cross                 R=  +1.2  p = 0.126     normal           
  BRank(12):128(8)                  R=  +2.3  p~= 0.026     normal           
  BRank(12):256(4)                  R=  -0.2  p~= 0.500     normal           
  BRank(12):384(1)                  R=  +1.8  p~= 0.146     normal           
  BRank(12):512(4)                  R=  +1.1  p~= 0.110     normal           
  BRank(12):768(1)                  R=  -0.7  p~= 0.689     normal           
  BRank(12):1K(2)                   R=  -1.0  p~= 0.744     normal           
  BRank(12):1536(1)                 R=  +0.4  p~= 0.366     normal           
  BRank(12):2K(2)                   R=  -0.2  p~= 0.554     normal           
  BRank(12):3K(1)                   R=  +0.4  p~= 0.366     normal           
  [Low1/8]BCFN(2+0,13-3,T)          R=  -0.6  p = 0.583     normal           
  [Low1/8]BCFN(2+1,13-3,T)          R=  -1.8  p = 0.765     normal           
  [Low1/8]BCFN(2+2,13-3,T)          R=  +0.3  p = 0.444     normal           
  [Low1/8]BCFN(2+3,13-3,T)          R=  -1.5  p = 0.729     normal           
  [Low1/8]BCFN(2+4,13-4,T)          R=  -2.7  p = 0.869     normal           
  [Low1/8]BCFN(2+5,13-5,T)          R=  +3.0  p = 0.110     normal           
  [Low1/8]BCFN(2+6,13-5,T)          R=  +2.6  p = 0.145     normal           
  [Low1/8]BCFN(2+7,13-6,T)          R=  +2.5  p = 0.144     normal           
  [Low1/8]BCFN(2+8,13-6,T)          R=  -1.9  p = 0.777     normal           
  [Low1/8]BCFN(2+9,13-7,T)          R=  -3.8  p = 0.976     normal           
  [Low1/8]BCFN(2+10,13-8,T)         R=  -3.1  p = 0.955     normal           
  [Low1/8]BCFN(2+11,13-8,T)         R=  -0.6  p = 0.550     normal           
  [Low1/8]BCFN(2+12,13-9,T)         R=  +3.3  p = 0.080     normal           
  [Low1/8]BCFN(2+13,13-9,T)         R=  -1.0  p = 0.619     normal           
  [Low1/8]DC6-9x1Bytes-1            R=  +3.9  p = 0.044     normal           
  [Low1/8]Gap-16:A                  R=  -0.0  p = 0.657     normal           
  [Low1/8]Gap-16:B                  R=  -1.3  p = 0.827     normal           
  [Low1/8]FPF-14+6/16:(0,14-0)      R=  +1.7  p = 0.113     normal           
  [Low1/8]FPF-14+6/16:(1,14-0)      R=  +0.6  p = 0.328     normal           
  [Low1/8]FPF-14+6/16:(2,14-0)      R=  -1.3  p = 0.817     normal           
  [Low1/8]FPF-14+6/16:(3,14-1)      R=  -1.1  p = 0.791     normal           
  [Low1/8]FPF-14+6/16:(4,14-2)      R=  +2.6  p = 0.034     normal           
  [Low1/8]FPF-14+6/16:(5,14-2)      R=  +1.8  p = 0.099     normal           
  [Low1/8]FPF-14+6/16:(6,14-3)      R=  +1.0  p = 0.244     normal           
  [Low1/8]FPF-14+6/16:(7,14-4)      R=  -0.8  p = 0.722     normal           
  [Low1/8]FPF-14+6/16:(8,14-5)      R=  -0.2  p = 0.544     normal           
  [Low1/8]FPF-14+6/16:(9,14-5)      R=  +0.3  p = 0.424     normal           
  [Low1/8]FPF-14+6/16:(10,14-6)     R=  +2.4  p = 0.053     normal           
  [Low1/8]FPF-14+6/16:(11,14-7)     R=  +1.2  p = 0.204     normal           
  [Low1/8]FPF-14+6/16:(12,14-8)     R=  -2.1  p = 0.944     normal           
  [Low1/8]FPF-14+6/16:(13,14-8)     R=  +1.4  p = 0.157     normal           
  [Low1/8]FPF-14+6/16:(14,14-9)     R=  -1.0  p = 0.757     normal           
  [Low1/8]FPF-14+6/16:(15,14-10)    R=  -0.4  p = 0.557     normal           
  [Low1/8]FPF-14+6/16:(16,14-11)    R=  -1.1  p = 0.768     normal           
  [Low1/8]FPF-14+6/16:(17,14-11)    R=  +4.0  p = 0.015     normal           
  [Low1/8]FPF-14+6/16:all           R=  +1.5  p = 0.158     normal           
  [Low1/8]FPF-14+6/16:all2          R=  +0.2  p = 0.328     normal           
  [Low1/8]FPF-14+6/16:cross         R=  +0.3  p = 0.362     normal           
  [Low1/8]BRank(12):128(4)          R=  +0.4  p~= 0.340     normal           
  [Low1/8]BRank(12):256(4)          R=  +0.9  p~= 0.190     normal           
  [Low1/8]BRank(12):384(1)          R=  +1.8  p~= 0.146     normal           
  [Low1/8]BRank(12):512(2)          R=  -1.0  p~= 0.744     normal           
  [Low1/8]BRank(12):768(1)          R=  -0.7  p~= 0.689     normal           
  [Low1/8]BRank(12):1K(2)           R=  +1.6  p~= 0.168     normal           
  [Low1/8]BRank(12):1536(1)         R=  -0.7  p~= 0.689     normal           
  [Low4/32]BCFN(2+0,13-3,T)         R=  +1.1  p = 0.311     normal           
  [Low4/32]BCFN(2+1,13-3,T)         R=  +2.7  p = 0.139     normal           
  [Low4/32]BCFN(2+2,13-3,T)         R=  +0.1  p = 0.474     normal           
  [Low4/32]BCFN(2+3,13-3,T)         R=  +2.1  p = 0.189     normal           
  [Low4/32]BCFN(2+4,13-4,T)         R=  +2.3  p = 0.168     normal           
  [Low4/32]BCFN(2+5,13-5,T)         R=  -2.1  p = 0.810     normal           
  [Low4/32]BCFN(2+6,13-5,T)         R=  -2.4  p = 0.840     normal           
  [Low4/32]BCFN(2+7,13-6,T)         R=  +7.5  p =  5.2e-3   normal           
  [Low4/32]BCFN(2+8,13-6,T)         R=  -3.2  p = 0.930     normal           
  [Low4/32]BCFN(2+9,13-7,T)         R=  -1.6  p = 0.732     normal           
  [Low4/32]BCFN(2+10,13-8,T)        R=  -1.8  p = 0.768     normal           
  [Low4/32]BCFN(2+11,13-8,T)        R=  -2.7  p = 0.911     normal           
  [Low4/32]BCFN(2+12,13-9,T)        R=  +0.9  p = 0.271     normal           
  [Low4/32]BCFN(2+13,13-9,T)        R=  -2.5  p = 0.932     normal           
  [Low4/32]DC6-9x1Bytes-1           R=  +1.4  p = 0.353     normal           
  [Low4/32]Gap-16:A                 R=  +1.0  p = 0.375     normal           
  [Low4/32]Gap-16:B                 R=  +2.4  p = 0.046     normal           
  [Low4/32]FPF-14+6/16:(0,14-0)     R=  -0.2  p = 0.566     normal           
  [Low4/32]FPF-14+6/16:(1,14-0)     R=  -1.1  p = 0.788     normal           
  [Low4/32]FPF-14+6/16:(2,14-0)     R=  +0.2  p = 0.455     normal           
  [Low4/32]FPF-14+6/16:(3,14-1)     R=  -1.4  p = 0.850     normal           
  [Low4/32]FPF-14+6/16:(4,14-2)     R=  +2.9  p = 0.021     normal           
  [Low4/32]FPF-14+6/16:(5,14-2)     R=  +0.8  p = 0.281     normal           
  [Low4/32]FPF-14+6/16:(6,14-3)     R=  +3.9  p =  4.0e-3   normal           
  [Low4/32]FPF-14+6/16:(7,14-4)     R=  +1.2  p = 0.202     normal           
  [Low4/32]FPF-14+6/16:(8,14-5)     R=  +2.3  p = 0.060     normal           
  [Low4/32]FPF-14+6/16:(9,14-5)     R=  +0.0  p = 0.493     normal           
  [Low4/32]FPF-14+6/16:(10,14-6)    R=  -0.6  p = 0.647     normal           
  [Low4/32]FPF-14+6/16:(11,14-7)    R=  -0.7  p = 0.675     normal           
  [Low4/32]FPF-14+6/16:(12,14-8)    R=  +2.2  p = 0.072     normal           
  [Low4/32]FPF-14+6/16:(13,14-8)    R=  +2.7  p = 0.037     normal           
  [Low4/32]FPF-14+6/16:(14,14-9)    R=  -0.1  p = 0.500     normal           
  [Low4/32]FPF-14+6/16:(15,14-10)   R=  +1.6  p = 0.136     normal           
  [Low4/32]FPF-14+6/16:(16,14-11)   R=  +0.7  p = 0.257     normal           
  [Low4/32]FPF-14+6/16:(17,14-11)   R=  +2.4  p = 0.063     normal           
  [Low4/32]FPF-14+6/16:all          R=  +0.8  p = 0.301     normal           
  [Low4/32]FPF-14+6/16:all2         R=  +1.2  p = 0.114     normal           
  [Low4/32]FPF-14+6/16:cross        R=  -0.0  p = 0.470     normal           
  [Low4/32]BRank(12):128(4)         R=  -0.1  p~= 0.490     normal           
  [Low4/32]BRank(12):256(4)         R=  +0.4  p~= 0.340     normal           
  [Low4/32]BRank(12):384(1)         R=  -0.7  p~= 0.689     normal           
  [Low4/32]BRank(12):512(2)         R=  -1.0  p~= 0.744     normal           
  [Low4/32]BRank(12):768(1)         R=  -0.7  p~= 0.689     normal           
  [Low4/32]BRank(12):1K(2)          R=  -1.0  p~= 0.744     normal           
  [Low4/32]BRank(12):1536(1)        R=  +0.4  p~= 0.366     normal           
  [Low1/32]BCFN(2+0,13-4,T)         R=  +0.2  p = 0.443     normal           
  [Low1/32]BCFN(2+1,13-4,T)         R=  +0.2  p = 0.445     normal           
  [Low1/32]BCFN(2+2,13-5,T)         R=  -0.7  p = 0.590     normal           
  [Low1/32]BCFN(2+3,13-5,T)         R=  -2.8  p = 0.889     normal           
  [Low1/32]BCFN(2+4,13-5,T)         R=  -4.0  p = 0.964     normal           
  [Low1/32]BCFN(2+5,13-6,T)         R=  +0.4  p = 0.397     normal           
  [Low1/32]BCFN(2+6,13-6,T)         R=  +1.4  p = 0.261     normal           
  [Low1/32]BCFN(2+7,13-7,T)         R=  +1.4  p = 0.251     normal           
  [Low1/32]BCFN(2+8,13-8,T)         R=  +0.3  p = 0.380     normal           
  [Low1/32]BCFN(2+9,13-8,T)         R=  -3.2  p = 0.959     normal           
  [Low1/32]BCFN(2+10,13-9,T)        R=  -0.2  p = 0.444     normal           
  [Low1/32]BCFN(2+11,13-9,T)        R=  +0.4  p = 0.352     normal           
  [Low1/32]DC6-9x1Bytes-1           R=  -2.5  p = 0.955     normal           
  [Low1/32]Gap-16:A                 R=  +0.8  p = 0.439     normal           
  [Low1/32]Gap-16:B                 R=  +0.0  p = 0.492     normal           
  [Low1/32]FPF-14+6/16:(0,14-0)     R=  -0.4  p = 0.632     normal           
  [Low1/32]FPF-14+6/16:(1,14-1)     R=  +0.6  p = 0.331     normal           
  [Low1/32]FPF-14+6/16:(2,14-2)     R=  +1.1  p = 0.231     normal           
  [Low1/32]FPF-14+6/16:(3,14-2)     R=  +1.1  p = 0.228     normal           
  [Low1/32]FPF-14+6/16:(4,14-3)     R=  +0.4  p = 0.397     normal           
  [Low1/32]FPF-14+6/16:(5,14-4)     R=  -0.4  p = 0.617     normal           
  [Low1/32]FPF-14+6/16:(6,14-5)     R=  +1.6  p = 0.137     normal           
  [Low1/32]FPF-14+6/16:(7,14-5)     R=  -0.4  p = 0.603     normal           
  [Low1/32]FPF-14+6/16:(8,14-6)     R=  +0.1  p = 0.461     normal           
  [Low1/32]FPF-14+6/16:(9,14-7)     R=  +1.2  p = 0.203     normal           
  [Low1/32]FPF-14+6/16:(10,14-8)    R=  +1.1  p = 0.208     normal           
  [Low1/32]FPF-14+6/16:(11,14-8)    R=  -0.4  p = 0.598     normal           
  [Low1/32]FPF-14+6/16:(12,14-9)    R=  +0.3  p = 0.378     normal           
  [Low1/32]FPF-14+6/16:(13,14-10)   R=  -0.1  p = 0.479     normal           
  [Low1/32]FPF-14+6/16:(14,14-11)   R=  +0.1  p = 0.414     normal           
  [Low1/32]FPF-14+6/16:(15,14-11)   R=  +1.9  p = 0.099     normal           
  [Low1/32]FPF-14+6/16:all          R=  +0.9  p = 0.278     normal           
  [Low1/32]FPF-14+6/16:all2         R=  -1.4  p = 0.987     normal           
  [Low1/32]FPF-14+6/16:cross        R=  -1.0  p = 0.860     normal           
  [Low1/32]BRank(12):128(4)         R=  -0.1  p~= 0.490     normal           
  [Low1/32]BRank(12):256(2)         R=  +2.5  p~= 0.088     normal           
  [Low1/32]BRank(12):384(1)         R=  -0.7  p~= 0.689     normal           
  [Low1/32]BRank(12):512(2)         R=  +1.6  p~= 0.168     normal           
  [Low1/32]BRank(12):768(1)         R=  +1.8  p~= 0.146     normal           
  [Low1/32]BRank(12):1K(1)          R=  +0.4  p~= 0.366     normal  

